käsite%käsitesuhde%lähikäsite
alluusio%%konnotaatio
asiakirja%%tiedonhankinta
atomistinen%%holistinen
diskurssiyhteisö%%arkitietietämys
diskurssiyhteisö%%kielenulkoiset tiedot
diskurssiyhteisö%%rajoite
enonsiaatio%%lainaus
enonsiaatio%%tilanne
enonsioija%%enonsiaatio
enonsioija%%tekijä
holistinen%%atomistinen
holistinen%%tekstianalyysi
hyväksyttävä kielenkäyttö%%kielenkäyttönormi
idiomaattinen ilmaus%%idiomi
idiomaattinen ilmaus%%klisee
idiomaattinen ilmaus%%kollokaatio
idiomaattinen ilmaus%%sanaliitto
idiomaattinen ilmaus%%sanonta
kielenulkoinen tieto%%ensyklopedinen tieto
klisee%%idiomaattinen ilmaus
klisee%%metafora
klisee%%sanonta
kontekstinulkoinen merkitys%%merkityssisältö
kontekstinulkoinen merkitys%%muoto
kontekstinulkoinen merkitys%%sanakirjamerkitys
kontekstinulkoinen merkitys%%tilanteinen merkitys
makrokonteksti%%mikrokonteksti
mikrokonteksti%%makrokonteksti
sanonta%%idiomi
sanonta%%klisee
sanonta%%metafora
tekstitypologia%%asiateksti
tekstitypologia%%erikoiskieli
tilanne%%kielenulkoiset tiedot
tilanne%%kohdetilanne
tilanne%%konteksti
tilanne%%kognitiivinen konteksti
tilanne%%viestintätilanne
tilanteinen merkitys%%kielellinen merkki
tilanteinen merkitys%%sanakirjamerkitys
toisto%%leksikkovastine
tseugma%%koheesio
viestintätilanne%%kohdetilanne
viestintätilanne%%tilanne
