käsite%käsitesuhde%lähikäsite
alagenre%%ylägenre
dialogisuus%%intertekstuaalisuus
diskurssijärjestys%%diskurssi
diskurssimalli%%diskurssi
diskurssiyhteisö%%diskurssi
genren vaihto%%genrejen sekoittuminen
horisontaalinen intertekstuaalisuus%%intertekstuaalisuus
horisontaalinen intertekstuaalisuus%%vertikaalinen intertekstuaalisuus
interdiskursiivisuus%%intertekstuaalisuus
interdiskursiivisuus%%tunnistettava intertekstuaalisuus
jaksottainen intertekstuaalisuus%%intertekstuaalisuus
keskustelutyyppi%%toimintatyyppi
kielenkäyttöakti%%kielenkäyttötilanne
kielenkäyttöakti%%kielenkäyttötapahtuma
kielenkäyttötapahtuma%%kielenkäyttöakti
kielenkäyttötapahtuma%%kielenkäyttötilanne
kielenkäyttötilanne%%kielenkäyttöakti
kielenkäyttötilanne%%kielenkäyttötapahtuma
kulttuurikonteksti%%konteksti
lajityyppi%%genre
multimodaalisuus%%multisemioottisuus
perinnelaji%%genre
polysysteemi%%genre
rakennepotentiaali%%kokonaisrakenne
rekisteri%%rajattu kieli
rekisteri%%tilannekonteksti
sekoitettu intertekstuaalisuus%%intertekstuaalisuus
skemaattinen rakenne%%kokonaisrakenne
tekstiyhteys%%konteksti
tunnistettava intertekstuaalisuus%%interdiskursiivisuus
verkostoutuminen%%genreverkostot
vertikaalinen intertekstuaalisuus%%intertekstuaalisuus
vertikaalinen intertekstuaalisuus%%horisontaalinen intertekstuaalisuus
yhteiskunnallinen konteksti%%konteksti
ylägenre%%alagenre
