käsite%käsitesuhde%lähikäsite
iranilainen kieli%%indoeurooppalaiset kielet
iranilainen kieli%%indoiranilaiset kielet
islanti%%indoeurooppalaiset kielet
islanti%%germaaniset kielet
italia%%indoeurooppalaiset kielet
italia%%romaaniset kielet
itelmeeni%%kamtšatkalaiset kielet
itelmeeni%%itelmeeniläiset
itäeskimo%%eskimo-aleuttilaiset kielet
itäeskimo%%eskimokielet
itäfriisi%%indoeurooppalaiset kielet
itäfriisi%%germaaniset kielet
itämerensuomalaiset kielet%%uralilaiset kielet
itäslaavilaiset kielet%%indoeurooppalaiset
itäslaavilaiset kielet%%slaavilaiset kielet
itäsudanilaiset kielet%%nilosaharalaiset
itävallansaksa%%indoeurooppalaiset kielet
itävallansaksa%%germaaniset kielet
jaava%%austronesialaiset kielet
jaava%%malaijilais-polynesialaiset kielet
jakuutti%%turkkilaiset kielet
jakuutti%%pohjoisturkkilaiset kielet
jao%%miao-jao-kielet
japani%%japanilaiset kielet
japi%%austronesialaiset kielet
jeniseinsamojedi%%uralilaiset kielet
jeniseinsamojedi%%samojedikielet
jiddiš%%indoeurooppalaiset kielet
jiddiš%%germaaniset kielet
jju%%nigeriläis-kongolaiset kielet
joruba%%nigeriläis-kongolaiset kielet
joruba%%kwa-kielet
juratsi%%uralilaiset kielet
juratsi%%samojedikielet
jurok%%algonkin-kielet
juutalaispersia%%indoeurooppalaiset kielet
juutalaispersia%%indoiranilaiset kielet
kabardi%%pohjoiskaukasialaiset kielet
kabyyli%%seemiläis-haamilaiset kielet
kabyyli%%berberikielet
kadokielet%%nilosaharalaiset kielet
kalaallisut%%eskimo-aleuttilaiset kielet
kalmukki%%mongolikielet
kalmukki%%länsimongolikielet
kamassi%%uralilaiset kielet
kamassi%%samojedikielet
kamba%%nigeriläis-kongolaiset kielet
kanadanenglanti%%indoeurooppalaiset kielet
kanadanenglanti%%germaaniset kielet
kanadanranska%%indoeurooppalaiset kielet
kanadanranska%%romaaniset kielet
kannada%%dravidakielet
kannada%%etelädravidalaiset kielet
kanuri%%nilosaharalaiset kielet
karakalpakki%%turkkilaiset kielet
karakalpakki%%länsiturkkilaiset kielet
karatšai-balkaari%%turkkilaiset kielet
karatšai-balkaari%%länsiturkkilaiset kielet
karen%%sinotiibetiläiset kielet 
karen%%tiibetiläis-burmalaiset
karibi%%arawakilaiset kielet
karjala%%uralilaiset kielet
karjala%%itämerensuomalaiset kielet
kasakki%%turkkilaiset kielet
kašmiri%%indoeurooppalaiset kielet
kašmiri%%indoiranilaiset kielet
kašubi%%indoeurooppalaiset kielet
kašubi%%slaavilaiset kielet
katalaani%%indoeurooppalaiset kielet
katalaani%%romaaniset kielet
katanganluba%%nigeriläis-kongolaiset kielet
katšin%%sinotiibetiläiset kielet
kavi%%uto-atsteekkilaiset kielet
kelttiläinen kieli%%indoeurooppalaiset
keminsaame%%uralilaiset kielet
keminsaame%%saamelaiset kielet
keskienglanti%%indoeurooppalaiset kielet
keskienglanti%%germaaniset kielet
keskihollanti%%indoeurooppalaiset kielet
keskihollanti%%germaaniset kielet
keski-iiri%%indoeurooppalaiset kielet
keski-iiri%%kelttiläiset kielet
keskikhmer%%austroaasialaiset kielet
keskikhmer%%mon-khmer-kielet
keskiranska%%indoeurooppalaiset kielet
keskiranska%%romaaniset kielet
keskiyläsaksa%%indoeurooppalaiset kielet
keskiyläsaksa%%germaaniset kielet
ketšua%%ketšualaiset kielet
ketti%%jeniseiläiset kielet
khasi%%austroaasialaiset kielet
khasi%%mon-khmer-kielet
khmer%%austroaasialaiset kielet
khmer%%mon-khmer-kielet
kiina%%sinotiibetiläiset kielet 
kiina%%kiinalaiset kielet
kikuju%%nigeriläis-kongolaiset kielet
kikuju%%benuelais-kongolaiset kielet
kiltinänsaame%%uralilaiset kielet
kiltinänsaame%%saamelaiset kielet
kimbundu%%nigeriläis-kongolaiset kielet
kirgiisi%%turkkilaiset kielet
kirgiisi%%länsiturkkilaiset kielet
kiribati%%austronesialaiset kielet
kiribati%%malaijilais-polynesialaiset kielet
kirkkoslaavi%%indoeurooppalaiset kielet
kirkkoslaavi%%slaavilaiset kielet
klassinen newari%%sinotiibetiläiset kielet 
klassinen newari%%tiibetiläis-burmalaiset
klingon%%keinotekoiset kielet
koltansaame%%uralilaiset kielet
koltansaame%%saamelaiset kielet
komakielet%%nilosaharalaiset kielet
komi%%uralilaiset kielet
komi%%permiläiset kielet
komori%%nigeriläis-kongolaiset kielet
kongo%%nigeriläis-kongolaiset kielet
kongo%%benuelais-kongolaiset
konkani%%indoeurooppalaiset kielet
konkani%%indoiranilaiset kielet
kopti%%seemiläis-haamilaiset kielet
kopti%%egypti
kordofanilaiset kielet%%nigeriläis-kongolaiset
korjakki%%kamtšatkalaiset kielet
korjakki%%tšuktšilaiset kielet
korni%%indoeurooppalaiset kielet
korni%%kelttiläiset kielet
korsika%%indoeurooppalaiset kielet
korsika%%romaaniset kielet
kosrae%%austronesialaiset kielet
kpelle%%nigeriläis-kongolaiset kielet
kreikka%%indoeurooppalaiset kielet
kreikka%%kreikka
krimintataari%%turkkilaiset kielet
krimintataari%%eteläturkkilaiset kielet
krio%%kreoli
kroatia%%indoeurooppalaiset kielet
kroatia%%slaavilaiset kielet
kru-kieli%%nigeriläis-kongolaiset kielet
kuanjama%%nigeriläis-kongolaiset kielet
kuanjama%%benuelais-kongolaiset kielet
kuliakilaiset kielet%%nilosaharalaiset kielet
kumykki%%turkkilaiset kielet
kumykki%%länsiturkkilaiset kielet
kunama%%nilosaharalaiset kielet
