käsite%käsitesuhde%lähikäsite
aarremato%%Eläintiede:atomiabsorptiospektrofotometri
abduktio%%Eläintiede:adduktio
aboraalinen%%Eläintiede:oraalinen
ABO-veriryhmät%%Eläintiede:Rh-veriryhmä
ruumiinontelottomat%%Eläintiede:Coelomata
ruumiinontelottomat%%Eläintiede:Pseudocoelomata
Addisonin tauti%%Eläintiede:Cushingin tauti
adrenerginen%%Eläintiede:kolinerginen
adrenergiset reseptorit%%Eläintiede:guanosiinifosfaatit
adiposyytti%%Eläintiede:rasvakudos
Nimetön46%%Eläintiede:penis
AIDS%%Eläintiede:immuunikato
aistimus%%Eläintiede:aisti
aistinkarva%%Eläintiede:karvasolu
aistinreseptori%%Eläintiede:aistin
aistinreseptori%%Eläintiede:reseprori
aistinsolukarva%%Eläintiede:karvasolu
aivoganglio%%Eläintiede:tumake
aivokammiot%%Eläintiede:aivo-selkäydinneste
aivokartasto%%Eläintiede:stereotaksinen laite
aivokuori%%Eläintiede:etuaivot
aivokuori%%Eläintiede:pikkuaivot
aivokurkiainen%%Eläintiede:etuaivot
aivovaippa%%Eläintiede:etuaivokuori
akarisidit%%Eläintiede:torjunta-aineet
akillesjänne%%Eläintiede:refleksiliikkeet
akinesia%%Eläintiede:akineesi
akseeninen%%Eläintiede:gnotobioottinen
aksolotli%%Eläintiede:neotenia
aksopodi%%Eläintiede:valejalka
aksoselooma%%Eläintiede:hydroselooma
aksoselooma%%Eläintiede:protoselooma
aksoselooma%%Eläintiede:somatoselooma
akustikolateraalinen järjestelmä%%Eläintiede:kylkiviiva-aistimet
akustiset elimet%%Eläintiede:kuulo
alfasalpaaja%%Eläintiede:adrenergiset reseptorit
alkaloosi%%Eläintiede:asidoosi (vastakohta)
alkiokerrokset%%Eläintiede:alkionkehitys
alkunilviäiset%%Eläintiede:nivelkotilot
alkusuiset%%Eläintiede:jälkisuiset
alkusuu%%Eläintiede:alkusuoli
alkion ravitsemuskalvo%%Eläintiede:alkiokalvot
allantoidit%%Eläintiede:alkiokalvot
Allenin sääntö%%Eläintiede:Bergmannin sääntö
Allenin sääntö%%Eläintiede:Glogerin sääntö
allomoni%%Eläintiede:feromoni
altrisiaalinen%%Eläintiede:pesäpakoinen
altruismi%%Eläintiede:Hamiltonin sääntö
altruismi%%Eläintiede:sukulaisvalinta
Alu-perhe%%Eläintiede:rajaava endonukleaasi
ambulakraalilevyt%%Eläintiede:interambulakraalilevyt
ameba%%Eläintiede:fagosytoosi
amebosyytti%%Eläintiede:ameba
ameloblasti%%Eläintiede:hammas
amfiblastula%%Eläintiede:arkeosyytti
amfiblastula%%Eläintiede:parenkyymula
amfibolinen%%Eläintiede:katabolia
amfibolinen%%Eläintiede:anabolia
amfidi%%Eläintiede:fasmidit
amfikineettinen kallo%%Eläintiede:kallo
amfistyylinen kallo%%Eläintiede:kallo
Nimetön197%%Eläintiede:alkiokalvot
piikkinilviäiset%%Eläintiede:nivelkotilot
Nimetön206%%Eläintiede:Lorenzinin ampullat
anapsidinen%%Eläintiede:Anapsida
anemotaksia%%Eläintiede:taksia
