käsite%käsitesuhde%lähikäsite
aallonpituus%%
aaltomuoto%%
aerodynaaminen fonetiikka %%
affrikaatta %%
aikafunktio%%
aikavakio%%
ajoitus%%
akustinen vihje %%
alahammas%%
alaleuka%%
alasin%%
analogia-digitaalimuunnos %%
analoginen%%
analyysioptio %%
antiformantti%%
anturi %%
artikulaatioasento%%
artikulaatioelimistö%%
artikulaatiofonetiikka%%
artikulaationopeus%%
artikulografi%%
auditiivinen fonetiikka %%
auditiivinen spektri%%
autoendoskooppi %%
autokorrelaatio%%
autosegmentaalinen fonologia%%
Bark%%
Bernoullin efekti %%
deklinaatio%%
deskriptiivinen fonetiikka%%
destruktio %%
didaktinen fonetiikka%%
digitaalinen signaalinkäsittely%%
diskriminaatio %%
distinktiivinen piirre%%
elektroaerometri %%
elektrodi%%
elektroglottografia%%
elektromyografia %%
emfaattinen paino%%
endoskooppi%%
epiglottaalinen%%
epäperiodinen värähtely%%
eteinen%%
eteiskalvo%%
foneettinen kirjoitus%%
fonemiikka%%
fonemisointi%%
fonetiikka%%
fonologia%%
fonologinen prosessi %%
fooni %%
Forensinen fonetiikka%%
formanttikartta%%
formanttisynteesi%%
fotoelektroglottografia%%
fotoglottografia%%
Fourier-analyysi%%
fysiologinen fonetiikka%%
Generatiivinen fonologia%%
gesturaalinen fonologia%%
glottografi %%
glottografia%%
glottogrammi %%
hammas %%
hengitysjakso %%
hipaisuäänne%%
historiallinen fonologia%%
huuliaukko%%
höllä vokaali%%
ien%%
Ilmanvirtaustyypit%%
Ilmaväylä%%
Instrumentaalinen fonetiikka%%
Integrointi%%
Intensiteetti (akustinen fonetiikka)%%
Intensiteetti (prosodiikka)%%
Intensiteettimittari%%
interdentaalinen%%
intonaatio %%
intonaatiorakenne%%
jakso%%
jaksollinen värähtely%%
jalustin %%
junktuuri %%
kaarikäytävät%%
kaistanleveys%%
kaksoisartikulaatio%%
kaksoisoskillogrammi %%
kalkiointi%%
kannurusto%%
kapeikko%%
kardinaalivokaalit %%
karvasolu%%
katetri %%
keskusakseli %%
kielen alapinta%%
kielen artikulaatiovyöhykkeet%%
kielen laide%%
kieli %%
kielijänne%%
kieliluu%%
kierteislevy %%
kierteistumake%%
kilpirusto %%
kitakieleke%%
koartikulaatio %%
kohina%%
kohtio%%
kokeellinen fonetiikka%%
kombinatorinen allofoni %%
kompleksinen värähtely%%
konsonanttiharmonia%%
kontrasti %%
kontrastiivinen fonetiikka%%
kontrastiivinen paino %%
kontuurisonagrammi%%
korva%%
korvakäytävä %%
korvalehti%%
kroneemi%%
kuituoptiikka%%
kurkunpäämikrofoni%%
kuulohermo%%
kvantiteetti %%
kymografi%%
kysymysintonaatio%%
käänteinen suodatus%%
labiodentaalinen%%
laminaalinen%%
lapa%%
laryngaalinen ääni %%
laryngografi%%
laryngoskooppi%%
lauseen sivupaino%%
lausepaino %%
lausepainotus %%
leenis %%
leuka%%
lineaarinen ennustaminen%%
lingvo-labiaalinen%%
LPC-analyysi%%
luonnollinen fonologia %%
lyhytaikaisspektri %%
magneettinen resonanssikuvantaminen%%
mallin toisto%%
mediodorsaalinen%%
mel%%
metrinen fonologia%%
mingografi %%
minimipari%%
monoftongi%%
morfofonologinen vaihtelu%%
napausäänne%%
nasaali(konsonantti) %%
nasaalinen laukeama%%
nasaalivokaali%%
nenä%%
nenäkuorikko%%
nenäkäytävä%%
neurofonetiikka%%
neutralisaatio%%
nivonta%%
nollanylitys%%
nomogrammi %%
non-segmentaaliset fonologiat%%
nopea Fourier-analyysi %%
normatiivinen fonetiikka%%
näytteenottonopeus %%
ominaiskuuluvuus%%
oppositio %%
Optimaaliteoria%%
oraalivokaali%%
ortoepia%%
osavärähtely%%
oskillogrammi %%
oskilloskooppi%%
painoajoitteinen%%
painoton%%
palatografia%%
palatogrammi%%
parametrisynteesi%%
peruskalvo%%
peruspiirteet %%
perussävelmittari%%
perusteltu fonologia%%
piirregeometria%%
piirturi%%
pikamuoto%%
pitkä vokaali %%
pituus (fonologinen) %%
pituus (subjektiivinen) %%
plastografia%%
poski%%
Prahan koulukunta %%
predorsaalinen %%
prenasaalinen%%
prominenssi %%
prosodiikka%%
prosodinen fonologia%%
psykoakustinen fonetiikka%%
psykoakustinen formanttikartta%%
puhe-elimistö%%
puheen prosodiset piirteet%%
puhenopeus%%
puhesynteesi %%
puhesyntetisaattori%%
puhetahti%%
puhujan diskriminaatio%%
puhujan identifikaatio %%
puhujan todentaminen%%
puhujantunnistus%%
pyöreä ikkuna%%
pyöreä rakkula%%
pääpaino%%
redusoitunut vokaali %%
rengasrusto%%
resonanssimaksimi%%
retrofleksinen%%
ruokatorvi%%
r-väriset äänteet %%
rytmi%%
rytmijakso%%
röntgenkuvaus%%
sanakorko%%
sanapaino%%
segmentaalifoneemi%%
segmentaatio %%
sektio%%
sierain%%
signaali-kohinasuhde%%
siirtofunktio%%
siirtymävaihe%%
sisemmät karvasolut%%
sitaattimuoto%%
sivupaino %%
soikea ikkuna%%
soikea rakkula%%
soinnin alkamisaika%%
sointiväri%%
sonagrafi%%
sonagrammi%%
soveltava fonetiikka%%
spektri%%
spektrianalysaattori%%
spektrimaksimi%%
spektrintasoitus%%
spektrografi %%
spektrogrammi%%
stroboskooppi %%
stroneemi %%
strukturalistinen fonologia %%
subapikaalinen%%
suhusibilantti%%
sulkeuma%%
suodatin %%
suodatinpakka%%
suodinkertaluku %%
suonijuova %%
supistuma%%
suuväylä%%
švaa-vokaali%%
säteily %%
sävelkorkeus%%
sääntösynteesi %%
tahti%%
tasasuuntaus%%
taskuhuuli %%
taskuontelo%%
tauko%%
tavoitevaihe%%
tavu%%
tavuajoitteinen %%
tavutus%%
teksti puheeksi -synteesi%%
terminaalianalogi%%
tietokonefonologia%%
tiukka vokaali%%
tomografia%%
toneemi%%
trajektori %%
ulkokorva%%
ultrasonografia%%
vahvistus%%
vaihe%%
vaimennus%%
vajaamäärittelyteoria%%
vakiovaihe%%
valkoinen kohina%%
vapaa allofoni%%
vasara%%
vasara%%
vaste%%
verhokäyrä%%
voiceprint%%
vokaaliharmonia%%
vokaalinelikulmio%%
vokoder%%
välikorva%%
väärä äänirako%%
ydin%%
yksinäiskonsonantti%%
yksitäryinen tremulantti %%
yleinen fonetiikka%%
ylinopea elokuvaus%%
ylipitkä vokaali%%
ylähammas%%
yläleuka%%
äänen intensiteettiperturbaatio%%
äänen taajuusperturbaatio%%
äänenlaatu%%
äänenpainetaso%%
äänenvoimakkuus%%
äänes%%
ääni (akustinen fonetiikka)%%
ääni (deskriptiivinen fonetiikka)%%
ääniala%%
äänihuuliperiodi %%
äänijänne%%
äännejono%%
ääntäminen%%
ääntöväyläanalogi %%
