käsite%käsitesuhde%lähikäsite
aaltomalli%%sukupuumalli
aaltoteoria%%sukupuuteoria
absolutiivi (sija)%%ergatiivi
absoluuttinen universaali%%tilastollinen universaali
adjunkti%%attribuutti
adstraatti%%kielisikermä
adstraatti%%kontaktiteoria
afasia%%apraksia
afasia%%aleksia
afasia%%agrafia
afereesi%%proteettinen vokaali
afereesi%%agglutinaatio
agglutinaatioteoria%%adaptaatioteoria
agglutinoiva kieli%%flekteeraava kieli
agrafia%%afasia
aineksinen universaali%%formaalinen universaali
aines%%muoto
aines%%sisältö
aines%%ilmaus
akronia%%pankroninen laki
akronia%%universaali
aktantti%%valenssi
aktantti%%vapaa määrite
aktiivi%%pääluokka
aktuaalistaminen%%aktuaalistin
aktuaalistaminen%%reaalistuma
aleksia%%afasia
alistavat kielet%%affigioivat kielet
alistavat kielet%%inkorporoivat kielet
alistavat kielet%%luokkakielet
alisteinen rakenne%%alistettu lause
alisteinen rakenne%%alistussuhde
alistussuhde%%parataksi
allografi%%grafeemi
allomorfi%%morfi
ambilingualismi%%bilingualismi
ammattikieli%%jargon
analogistit%%anomalistit
analyyttinen%%synteettinen
analyyttinen kieli%%synteettinen kieli
analyyttinen kieli%%kielitypologia
anartria%%dysfasia
anartria%%afasia
antimentalismi%%mentalismi
antroponymia%%andronyymi
antroponymia%%patronyymi
apotonia%%apofonia
apraksia%%afasia
apukielet%%kansainväliset apukielet
areaalilingvistiikka%%alueellinen luokittelu
areaalilingvistiikka%%areaalinen luokittelu
areaalinen luokittelu%%areaalilingvistiikka
areaalinen luokittelu%%genealoginen luokittelu
areaalinen luokittelu%%geneettinen luokittelu
areaalinen luokittelu%%typologinen luokittelu
argot%%slangi
argot%%jargon
asendenttinen%%desendenttinen
assosiatiivinen kenttä%%kollokaatio
assosiatiiviset suhteet%%syntagmaattiset suhteet
attribuutti%%predikatiivi
augmentatiivi%%deminutiivi
automaattinen vaihtelu%%vapaa vaihtelu
automaattinen vaihtelu%%täydennysjakauma
automaattinen vaihtelu%%allofoni
automaattinen vaihtelu%%morfofoneeminen vaihtelu
autosemanttinen virke%%synsemanttinen
avartuva diftongi%%ummistuva diftongi
avoin järjestelmä%%umpinainen järjestelmä
avoin siirtymä%%junktuuri
avoluokka%%umpinainen luokka
behaviorismi%%mekanismi
behaviorismi%%kielenomaksumisteoria
bilingualismi%%monolingualismi
binaarinen (fonologia)%% tunnusmerkkisyys
binaarinen (fonologia)%%foneettiset piirteet
binaarinen (fonologia)%%valintapiirteet
biolingvistiikka%%neurolingvistiikka
darwinismi%%diakroninen kielentutkimus
deiktinen funktio%%anaforinen
deiktinen funktio%%eksoforinen
deiktinen funktio%%kataforinen
deklinaatio%%konjugaatio
delimitatiivinen%%funktio
deminutiivi%%augmentatiivi
derivaatiohistoria%%derivaatio
derivaatiohistoria%%johto
desendenttinen%%asendenttinen
deskriptiivinen ilmaus%%onomatopoieettinen ilmaus
deskriptiivinen kielioppi%%preskriptiivinen kielioppi
deskriptiivinen kielitiede%%preskriptiivinen kielioppi
deskriptiivinen kielitiede%%synkroninen kielitiede
diakronia%%synkronia
dialektaalinen vaihtelu%%diatyyppinen vaihtelu
diatyyppi%%diglossia
diatyyppi%%diatyyppinen vaihtelu
diatyyppinen vaihtelu%%diatyyppi
diatyyppinen vaihtelu%%dialektaalinen vaihtelu
dislokaatio%%lohkolause
distinktiivinen%%fonologinen
distribuutio%%komplementaarinen distribuutio
distribuutio%%vapaa vaihtelu
distribuutio%%allofoni
distribuutio%%allomorfi
dvandva%%yhdyssana
dysartria%%afasia
dysfasia%%afasia
eeminen%%foneeminen
eeminen%%eettinen
eettinen%%foneettinen
eettinen%%eeminen
ei-implikatiivinen universaali%%implikatiivinen
eksklusiivinen%%inklusiivinen
eksoforinen ilmaus%%anaforinen
eksoforinen ilmaus%%kataforinen
eksonyymi%%endonyymi
eksosentrinen konstruktio%%bahuvriihi
eksosentrinen konstruktio%%endosentrinen konstruktio
eksosentrinen konstruktio%%neksus
ekspressiivinen funktio%%funktio
ekspressiivisyys%%ekspressiiviset piirteet
ekstensiivi%%tunnusmerkitön
ekvivalenssi%%adekvaattiustasot
ekvivalenssi%%generatiivinen kyky
endonyymi%%eksonyymi
endosentrinen konstruktio%%eksosentrinen konstruktio
enemmistökieli%%vähemmistökieli
enkliitti%%liitepartikkeli
ensimaininta%%topiikki
epenteettinen vokaali%%svaavokaali
epigrafia%%paleografia
erotettavissa oleva omistus%%erotamaton omistus
erottamaton omistus%%erotettavissa oleva omistus
etymologia%%leksikologia
etymologia%%leksikaalinen morfologia
faktorianalyysi%%tekstuaalinen dimensio
fenotyyppi%%genotyyppi
figuuri%%keneemi
figuuri%%plereemi
filologia%%kielitiede
flekteeraava kieli%%agglutinoiva kieli
flekteeraava kieli%%inkorporoiva kieli
flekteeraava kieli%%isoloiva kieli
fonologinen%%distinktiivinen
fonologinen piirre%%distinktiivinen piirre
fonologinen piirre%%foneettinen piirre
fonometria%%äännenormi
fonometria%%äännetuotos
fonometria%%äänneluokka
formaalinen%%semanttinen
formaalinen analyysi%%kielioppi
formaalinen analyysi%%notionaalinen analyysi
formaattori%%formatiivi
formaattori%%muotosana
funktionaali%%dependentti
funktionaali semantiikka%%funktionaalinen lauseoppi
funktionaali semantiikka%%funktionaali syntaksi
funktionaalinen lauseoppi%%systeemikielioppi
funktionaalinen lauseoppi%%sijakielioppi
funktionaalinen lauseoppi%%funktionaali semantiikka
funktionaalinen moneemi%%autonominen moneemi
funktionaalinen moneemi%%moneemi
funktionaalinen äänne%%foneemi
genealoginen luokittelu%%areealinen luokittelu
genealoginen luokittelu%%typologinen luokittelu
generatiivinen kielioppi%%transformaatio
generatiivinen kielioppi%%transformaatiosääntö
generatiivinen kielioppi%%lausekerakennekielioppi
generatiivinen kielitiede%%universaalikielioppi
generatiivinen kielitiede%%generatiivinen kielioppi1
generatiivinen kielitiede%%generatiivisen kieliopin teoria
generatiivinen kyky%%ekvivalenssi
generatiivinen kyky%%adekvaattiustasot
generoida%%generatiivinen kyky
Geneven koulukunta%%fonetiikka
Geneven koulukunta%%strukturalistinen koulukunta
genreanalyysi%%tyylioppi
gerundi%%infinitiivi
gerundi%%partisiippi
gerundi%%nominaalimuoto
glossaus%%glossi
glossi%%glossaus
glossologia%%semantiikka
gnoominen tempus%%geneerinen
graafi%%allografi
hakumuoto%%perusmuoto
hakumuoto%%lekseemi
haplologia%%diptologia
heikko verbi%%vahva verbi
hierarkia%%haarasääntö
hierarkia%%puudiagramma
hierarkia%%konstituentti
hierarkia%%hierarkkinen rakenne
hierarkia%%elollisuushierarkia
hierarkkinen%%lineaarinen
hierarkkinen%%konstituenttianalyysi
hierarkkinen%%muodostinanalyysi
hierarkkinen%%IC-analyysi
historiallinen kielentutkimus%%äännehistoria
historiallinen kielentutkimus%%historioiva kielioppi
historiallinen kielentutkimus%%diakroninen kielentutkimus
historioiva kielioppi%%vertaileva kielioppi
hybridikielet%%pidgin
hybridikielet%%kreoli
hyperkorrekti muoto%%hyperurbanismi
hypostaasi%%grammatikaalistuminen
hyötyjä%%semanttinen rooli
IA-malli%%prosessimorfologia
idiomaattinen%%erityiskieli
idiomaattinen puhetapa%%artikulaatiobaasis
ikoninen%%ikonisuus
ikoninen%%ikoni
illokutionaarinen akti%%lausetyyppi
illokutionaarinen akti%%performatiivi
illokutionaarinen akti%%puheakti
ilmaus%%sisältö
ilmimorfi%%piilomorfi
indefiniittipronomini%%pronomini
independentti ilmaus%%dependentti
infiksi%%affiksi
infiksi%%prefiksi
infiksi%%suffiksi
infleksio%%taivutus
inklusiivinen%%eksklusiivinen
inkorporoiva kieli%%polysynteettinen kieli
instrumentaali%%nominaalilauseke
instrumentaali%%sijakielioppi
interversio%%metateesi
invariantti%%eeminen
invariantti%%allomuoto
IP-malli%%IA-malli
irresultatiivinen aspekti%%aspekti
irresultatiivinen aspekti%%resultatiivinen aspekti
isoglossi%%isofoni
isoglossi%%isoleksi
isoglossi%%isomorfi.
isoleksi%%isoglossi
isoleksi%%isofoni
isoleksi%%isomorfi
isoloiva kieli%%flekteeraavat kielet
isoloiva kieli%%agglutinoivat kielet
isomorfi%%isoglossi
isomorfi%%isoleksi
isomorfi%%isofoni
jakaumakriteeri%%strukturalismi
jakaumakriteeri%%Amerikan strukturalismi
jargon%%slangi
jargon%%ammattikieli
johtomorfologia%%taivutusmorfologia
johtomorfologia%%morfologia
jälkilause%%johtolause
jälkilause%%protaasi
jälkilause%%protasis
järjestys%%sekvenssi
järjestys%%glossemat. funktio
järjestys%%hierarkia
järjestys%%endosentrinen
järjestys%%eksosentrinen konstruktio
kaksikielisyys%%monikielisyys
kaksipaikkainen verbi%%yksipaikkainen
kaksipaikkainen verbi%%kolmipaikkainen
kaksipaikkainen verbi%%nollapaikkainen
kaksoisjäsennys%%taso
kaksoisjäsennys%%äännetaso
kaksoisjäsennys%%merkitystaso
kantakieli%%kielikunta
kantakieli%%tytärkieli
kantakieli%%sisarkieli
karkea transkriptio%%hieno transkriptio
kategoriointipiirre%%luontaispiirre
kategoriointipiirre%%kontekstipiirre
kausatiivi%%faktiivi
kausatiivi%%kuratiivi
keneemi%%plereemi
kenttä%%semantiikka
kentum-kielet%%satemkielet
keskiö%%nukleus
keskus%%periferia
keskustelun maksiimi%%yhteistyön periaate
kielellinen muoto%%merkitys
kielen sosiologia%%sosiolingvistiikka
kielenhuolto%%purismi
kielenhuolto%%normi
kielenhuolto%%yleiskieli
kielensyntyprosessi%%pidgin
kielenulkoinen%%notionaalinen kategoria
kielenvastainen%%kieliopillinen
kielialue%%adstraatti
kielijärjestelmän avoimuus%%avoin järjestelmä
kielijärjestelmän avoimuus%%umpinainen järjestelmä
kieliopillinen%%epäkieliopillinen
kieliopillinen%%kielenvastainen intuitio
kieliopillinen%%hyväksyttävyys
kieliopillistuminen%%leksikaalistuminen
kielitaju%%kompetenssi
kielivähemmistö%%vähemmistökieli
kielten kosketus%%kaksikielisyys
kielten kosketus%%diglossia
kielten kosketus%%interferenssi
kirjain%%allografi
kirjain%%foneemi
kohde (syntaksi)%%agentti
kohde (syntaksi)%%semanttinen rooli
kohdekieli%%lähdekieli
koine%%kreoli
kolligaatio%%kollokaatio
kollokaatio%%myötäesiintymä
kollokaatio%%syntaktinen kenttä
kolmipaikkainen verbi%%kaksipaikkainen
kolmipaikkainen verbi%%yksipaikkainen
kolmipaikkainen verbi%%nollapaikkainen
kombinatorinen äänteenmuutos%%spontaaninen äänteenmuutos
kommutaatio%%substituutio
kommutaatio%%permutaatio
kompetenssi%%intuitiot
kompetenssi%%performanssi
komplementaatio%%identtisen NP:n poisto
komplementaatio%%ellipsi
komplementaatio%%upotus
komplementtilause%%argumentti
komplementtilause%%alistettu lause
komplementtilause%%relatiivilause
komplementtilause%%adverbiaalilause
konatiivi%%intensiivi
konjugaatio%%deklinaatio
konjugaatio%%kielioppikategoria
konstituentti%%välitön muodostin
konstituentti%%hierarkia
konstituenttianalyysi%%strukturalismi
konstituenttianalyysi%%Amerikan strukturalismi
konstituenttilause%%upotus
konstituenttilause%%lause
konstituenttirakennekielioppi%%lausekerakennekielioppi
kontekstipiirre%%luontaispiirre
kontekstipiirre%%alakategoriointi
kontekstipiirre%%rektio
kontinuatiivinen verbi%%momentaaninen
konventionaalinen implikaatio%%konversationaalinen implikaatio
konvergenssi%%kielisikermä
