nimitys%käsite%käännösvastaavuus%kieli%sanaluokka%sanamuoto%perussanatyyppi%johdostyyppi%käyttösuositus%alkuperä
16S-ribosomaalinen DNA%16S-ribosomaalinen DNA%%suomi%substantiivi%%%%%
16S-ribosomalt DNA%16S-ribosomaalinen DNA%%ruotsi%%%%%%
16S ribosomal DNA%16S-ribosomaalinen DNA%%englanti%%%%%%
16S rDNA%16S-ribosomaalinen DNA%%englanti%%%%%%
18S-ribosomaalinen DNA%18S-ribosomaalinen DNA%%suomi%substantiivi%%%%%
18S-ribosomalt DNA%18S-ribosomaalinen DNA%%ruotsi%%%%%%
18S ribosomal DNA%18S-ribosomaalinen DNA%%englanti%%%%%%
18S rDNA%18S-ribosomaalinen DNA%%englanti%%%%%%
absorptio%absorptio%%suomi%substantiivi%%%%%
absorbering%absorptio%%ruotsi%%%%%%
absorption %absorptio%%ruotsi%%%%%%
absorption%absorptio%%englanti%%%%%%
adhesiini%adhesiini%%suomi%substantiivi%%%%%
adhesin%adhesiini%%ruotsi%%%%%%
adhesin%adhesiini%%englanti%%%%%%
aerobi%aerobi%%suomi%substantiivi%%%%%
happea tarvitseva%aerobi%%suomi%adjektiivi%%%%%
aerob%aerobi%%ruotsi%%%%%%
aerobe%aerobi%%englanti%%%%%%
aerosoli%aerosoli%%suomi%substantiivi%%%%%
aerosol%aerosoli%%ruotsi%%%%%%
aerosol%aerosoli%%englanti%%%%%%
aflatoksiini%aflatoksiini%%suomi%substantiivi%%%%%
aflatoxin%aflatoksiini%%ruotsi%%%%%%
aflatoxin%aflatoksiini%%englanti%%%%%%
afta%afta%%suomi%substantiivi%%%%%
pikku haavauma%afta%%suomi%substantiivi%%%%%
litet sår%afta%%ruotsi%%%%%%
afte%afta%%ruotsi%%%%%%
aphtha %afta%%englanti%%%%%%
agari%agari%%suomi%substantiivi%%%%%
agar%agari%%ruotsi%%%%%%
agar%agari%%englanti%%%%%%
agar-agar%agari%%englanti%%%%%%
agaroosi%agaroosi%%suomi%substantiivi%%%%%
agaros%agaroosi%%ruotsi%%%%%%
agarose%agaroosi%%englanti%%%%%%
aineen siirto%aineen siirto%%suomi%substantiivi%%%%%
överföring%aineen siirto%%ruotsi%%%%%%
blott%aineen siirto%%ruotsi%%%%%%
blotting%aineen siirto%%englanti%%%%%%
aineenvaihdunnan muokkaus%aineenvaihdunnan muokkaus%%suomi%substantiivi%%%%%
modifiering av ämnesomsättningen%aineenvaihdunnan muokkaus%%ruotsi%%%%%%
metabolic engineering%aineenvaihdunnan muokkaus%%englanti%%%%%%
aineenvaihdunnan väli- ja lopputuotteet%aineenvaihdunnan väli- ja lopputuotteet%%suomi%substantiivi%%%%%
metabolom%aineenvaihdunnan väli- ja lopputuotteet%%ruotsi%%%%%%
metabolome%aineenvaihdunnan väli- ja lopputuotteet%%englanti%%%%%%
aivokalvotulehdus%aivokalvotulehdus%%suomi%substantiivi%%%%%
meningiitti%aivokalvotulehdus%%suomi%substantiivi%%%%%
hjärnhinneinflammation%aivokalvotulehdus%%ruotsi%%%%%%
meningit%aivokalvotulehdus%%ruotsi%%%%%%
meningitis%aivokalvotulehdus%%englanti%%%%%%
aivokuume%aivokuume%%suomi%substantiivi%%%%%
hjärninflammation%aivokuume%%ruotsi%%%%%%
enkefalit%aivokuume%%ruotsi%%%%%%
encephalitis%aivokuume%%englanti%%%%%%
ajoitettu solukuolema%ajoitettu solukuolema%%suomi%substantiivi%%%%%
apoptoosi%ajoitettu solukuolema%%suomi%substantiivi%%%%%
apoptos%ajoitettu solukuolema%%ruotsi%%%%%%
apoptosis %ajoitettu solukuolema%%englanti%%%%%%
ajospahkatauti%ajospahkatauti%%suomi%substantiivi%%%%%
karbunkuloosi%ajospahkatauti%%suomi%substantiivi%%%%%
karbunkulos%ajospahkatauti%%ruotsi%%%%%%
carbunculosis%ajospahkatauti%%englanti%%%%%%
akkreditointi%akkreditointi%%suomi%substantiivi%%%-nti%%
ackreditering%akkreditointi%%ruotsi%%%%%%
accreditation%akkreditointi%%englanti%%%%%%
akkreditointiehdot%akkreditointiehdot%%suomi%substantiivi%%%%%
krav för ackreditering%akkreditointiehdot%%ruotsi%%%%%%
accreditation criteria%akkreditointiehdot%%englanti%%%%%%
akkreditointielin%akkreditointielin%%suomi%substantiivi%%%%%
ackrediteringsorgan%akkreditointielin%%ruotsi%%%%%%
accreditation body%akkreditointielin%%englanti%%%%%%
akkreditointijärjestelmä%akkreditointijärjestelmä%%suomi%substantiivi%%%%%
ackrediteringssystem%akkreditointijärjestelmä%%ruotsi%%%%%%
accreditation system%akkreditointijärjestelmä%%englanti%%%%%%
akkreditoitu laboratorio%akkreditoitu laboratorio%%suomi%substantiivi%%%%%
ackrediterat laboratorium%akkreditoitu laboratorio%%ruotsi%%%%%%
accredited laboratory%akkreditoitu laboratorio%%englanti%%%%%%
aktiiviliete%aktiiviliete%%suomi%substantiivi%%%%%
aktivslam%aktiiviliete%%ruotsi%%%%%%
activated sludge%aktiiviliete%%englanti%%%%%%
akuutti%akuutti%%suomi%adjektiivi%%%%%
äkillinen%akuutti%%suomi%adjektiivi%%%%%
akut%akuutti%%ruotsi%%%%%%
acute%akuutti%%englanti%%%%%%
alaviljelmä%alaviljelmä%%suomi%substantiivi%%%%%
jatkoviljelmä%alaviljelmä%%suomi%substantiivi%%%%%
fortsättningskultur%alaviljelmä%%ruotsi%%%%%%
subculture%alaviljelmä%%englanti%%%%%%
alavirtaan sijaitseva%alavirtaan sijaitseva%%suomi%adjektiivi%%%-inen%%
nedströms%alavirtaan sijaitseva%%ruotsi%%%%%%
downstream%alavirtaan sijaitseva%%englanti%%%%%%
alfahemolyyttinen%alfahemolyyttinen%%suomi%adjektiivi%%%-inen%%
alfa-hemolytisk%alfahemolyyttinen%%ruotsi%%%%%%
alpha-haemolytic%alfahemolyyttinen%%englanti%%%%%%
alpha-hemolytic%alfahemolyyttinen%%englanti%%%%%%
alkueliö%alkueliö%%suomi%substantiivi%%%%%
protist%alkueliö%%ruotsi%%%%%%
protist%alkueliö%%englanti%%%%%%
alkueläimet%alkueläimet%%suomi%substantiivi%%%%%
urdjurs%alkueläimet%%ruotsi%%%%%%
protozoa%alkueläimet%%ruotsi%%%%%%
protozoa%alkueläimet%%englanti%%%%%%
alkueläintauti%alkueläintauti%%suomi%substantiivi%%%%%
amöbainfektion%alkueläintauti%%ruotsi%%%%%%
amebiasis%alkueläintauti%%englanti%%%%%%
alkusolu%alkusolu%%suomi%substantiivi%%%%%
progenootti%alkusolu%%suomi%s%%%%%
urcell%alkusolu%%ruotsi%%%%%%
progenote%alkusolu%%englanti%%%%%%
alkusynty%alkusynty%%suomi%substantiivi%%%%%
uralstring%alkusynty%%ruotsi%%%%%%
spontaneous generation%alkusynty%%englanti%%%%%%
aluke%aluke%%suomi%substantiivi%%%-ke%%
primer%aluke%%ruotsi%%%%%%
startmolekyl%aluke%%ruotsi%%%%%%
primer%aluke%%englanti%%%%%%
amfitriikkinen%amfitriikkinen%%suomi%adjektiivi%%%-inen%%
amfitrick%amfitriikkinen%%ruotsi%%%%%%
