käsite%käsitesuhde%lähikäsite
ablatiivi%%paikallissija
absoluuttinen adjektiivi%%suhteellinen adjektiivi
adessiivi%%paikallissija
adverbiaali%%lauseadverbiaali
agentti%%kohde
agentti%%semanttinen rooli
aiemmuus%%päättymättömyys
akkusatiivi%%nominatiivi
akkusatiivi%%partitiivi
akkusatiivi%%genetiivi
alisteinen lause%%alisteinen rakenne
alisteinen lause%%alistussuhde
alisteinen lause%%rinnasteinen yhdyslause
alkukenttä%%loppukenttä
allatiivi%%paikallissija
anaforinen%%koheesio
anaforinen%%substituutio
argumentti (syntaksi)%%predikaatti
aspekti%%kursiivinen aspekti
aspekti%%terminatiivinen aspekti
aspekti%%teon laatu
aspekti%%aktiosart
ateelisyys%%teelinen
avotavu%%umpitavu
bahuvriihiyhdyssana%%determinatiivinen yhdyssana
deiksis%%deiktinen elementti
deiktinen%%deiksis
demonstratiivipronomini%%pronomini
deonttinen modaliteetti%%modaalisuus
dynaaminen modaalisuus%%modaalisuus
ekvatiivilause%%predikatiivi
elatiivi%%paikallissija
elisio%%afereesi
elisio%%apokopee
ellipsi%%fragmentti
ellipsi%%substituutio
episteeminen modaalisuus%%modaalisuus
episteeminen modaalisuus%%evidentiaalisuus
epämääräinen%%määräinen
epäsuora esitys%%suora esitys
etuvokaali%%takavokaali
etuvokaali%%keskivokaali
faktiivinen verbi%%ei-faktiivinen verbi
fokus (syntaksi)%%kiellon fokus
fonotaksi%%kombinaatio-oppi
frikatiivi%%spirantti
frikatiivi%%puolivokaali
frikatiivi%%sibilantti
futuuri%%aikaluokka
futuuri%%aikamuoto2
geneerinen%%spesifinen
genetiivi%%nominatiivi
genetiivi%%partitiivi
genetiivi%%akkusatiivi
habitiiviadverbiaali%%adverbiaali
heikko vartalo%%heikko aste
illatiivi%%paikallissija
ilmiölause%%eksistentiaalilause
imperatiivi%%modus
imperfekti%%imperfekti
imperfekti%%perfekti
imperfekti%%aoristi
imperfekti%%aikaluokka
imperfekti%%aikamuoto
implikaatio%%konversationaalinen implikaatio
implikaatio%%presuppositio
implikatiivinen verbi%%ei-implikatiivinen verbi
indefiniittinen%%spesifinen indefiniittisyys
indefiniittinen%%kvantitatiivinen epämääräisyys
inessiivi%%paikallissija
infinitiivi%%partisiippi
infinitiivi%%gerundi
infinitiivi%%nominaalimuoto
inkoatiivinen%%translatiivinen
intransitiivilause%%transitiivilause
inversio%%suora sanajärjestys
jaollisuus%%jaoton
jaottomuus%%jaollinen
johdin%%johto
johdin%%johdos
johdos%%johto
johdos%%johdin
johdos%%kanta
johtolause%%jälkilause
johtolause%%apodoosi
kanta%%juuri
kantasana%%johdos
karttuvuus%%produktiivisuus
katafora%%anafora
kieltohakuisuus%%myöntöhakuisuus
kieltoprefiksi%%prefiksi
kokija%%semanttinen rooli
kommenttiadverbiaali%%irtonainen adverbiaali
kommenttiadverbiaali%%irtoilmaus
kommenttiadverbiaali%%lauseadverbiaali
korrelaatio%%korrelaatti
korrelaatiojohto%%mallisanajohto
kvalitatiivinen astevaihtelu%%kvantitatiivinen astevaihtelu
kvantitatiivinen astevaihtelu%%kvalitatiivinen astevaihtelu
lausuma%%teksti
loppuheitto%%afereesi
loppuheitto%%synkopee
luku%%nomini
modaalisuus%%modaaliverbi
modaaliverbi%%modaalisuus
momentaaninen verbijohdos%%merkitysaspekti
mora%%kvantiteetti
mora%%tavu
morfeemi%% affiksi
morfeemi%%korvausmorfeemi
morfeemi%%vaihtomorfeemi
morfeemi%%vähennysmorfeemi
morfeemi%%moneemi
morfeemi%%allomorfi
morfeemi%%semanttinen morfeemi
morfeemi%%kieliopillinen morfeemi
morfeemi%%sidonnainen morfeemi
morfeemi%%potentiaalisesti vapaa morfeemi
morfeemi%%vapaa morfeemi
muodollinen subjekti%%subjekti
myöntöhakuisuus%%kieltohakuisuus
määrite%%adjunkti
määrite%%attribuutti
määrite%%adverbiaali,objekti
määritysyhdyssana%%hypotaksis
määritysyhdyssana%%kopulatiivinen yhdyssana
nesessiivirakenne%%verbiketju
nominatiivi%%genetiivi
nominatiivi%%akkusatiivi
nominatiivi%%partitiivi
nominikantainen%%faktiivinen
nominikantainen%%essentiaalinen
nominikantainen%%instrumentatiivinen
nominikantainen%%translatiivinen
nominikantainen%%deverbaalinen johdos
NP%%substantiivilauseke
objektiargumentti%%subjektiargumentti
paradigma%%lekseemi
paradigma%%sana (A. Penttilä)
paradigmaattinen jälkilisäys%%syntagmaattinen jälkilisäys
partisiippi%%infinitiivi
partisiippi%%gerundi
partisiippi%%nominaalimuoto
partitiivi%%nominatiivi
partitiivi%%genetiivi
partitiivi%%akkusatiivi
partitiiviobjekti%%totaaliobjekti
perussana%%johdin
perussana%%kanta
perussana%%yhdyssana
postpositio%%prepositio
predikaatti%%argumentti
predikatiivi%%komplementti
predikoida%%predikaatio
preesens%%tempus
prefiksi%%suffiksi
prefiksi%%infiksi
prefiksi%%affiksi
prepositio%%postpositio
produktiivisuus%%epäproduktiivisuus
pronomini%%pronominaalistaminen
prosessi%%systeemi
puhehetki%%tempus
punktuaalinen%%duratiivinen
pääsana%%endosentrinen konstruktio
pääsana%%määrite
pääsana%%dependentti
päättymättömyys%%aiemmuus
pääverbi%%apuverbi
rajaamaton aspekti%%perfektiivinen aspekti
rajaamaton aspekti%%terminatiivinen aspekti
rajaamaton aspekti%%merkitysaspekti
reema%%teema
reema%%kommentti
rinnastus%%parataksis
rinnastus%%koordinaatio
semantiikka%%etymologia
semantiikka%%onomasiologia
semantiikka%%semasiologia
semantiikka%%sanasemantiikka
semantiikka%%lausesemantiikka
semantiikka%%pragmatiikka
semanttinen rooli%%temaattinen rooli
sija%%kielioppikategoriat
sointuvokaali%%vokaalisointu
statiivisuus%%dynaamisuus
subjektiargumentti%%objektiargumentti
substantiivilauseke%%nominilauseke
suffiksi%%affiksi
suffiksi%%prefiksi
suffiksi%%infiksi
summayhdyssana%%determinatiivinen yhdyssana
suora astevaihtelu%%käänteinen astevaihtelu
suora esitys%%epäsuora esitys
svaavokaali%%siirtymä-äänne
synonymia%%homonymia
synonymia%%lähisysnonyymi
taivutustyyppi%%deklinaatio
taivutustyyppi%%konjugaatio
taivutustyyppi%%taivutusmorfi
takavokaali%%etisyys
takavokaali%%etuvokaali
teelisyys%%ateelinen
teema%%subjekti
teema%%semanttinen rooli
toistoyhdyssana%%reduplikaatio
