käsite%käsitesuhde%lähikäsite
transitiivilause%%kuuden lausetyypin perusinventaari
transitiivilause%%intransitiivilause
transitiiviverbi%%intransitiiviverbi
tunnusmerkkisyys%%luonnollisuus
umpitavu%%avotavu
valenssi%%rektio
valenssi%%sijakielioppi
valenssi%%valenssiteoria
valenssi%%systeemikielioppi
virke%%yksinäislause
virke%%yhdyslause
vokaalivartalo%%konsonanttivartalo
vokaaliyhtymä%%diftongi
väitelause%%lausetyyppi
väitelause%%illokutionarinen akti
väitelause%%väite
yhdyssana%%dvandva
yhdyssana%%bahuvriihi
yksinäislause%%yhdyslause
yksinäislause%%virke
yksivartaloisuus%%kaksivartaloisuus
yleisgeminaatio%%erikoisgeminaatio
