käsite%käsitesuhde%lähikäsite
abstrakti nimi%%harkinnainen
affektiivinen funktio%%yhteisöllinen funktio
akkulturaatioprosessi%%innovaatio
akkulturaatioprosessi%%diffuusio
aputoiminimi%%toiminimi
arkistotutkimus%%kenttätutkimus
assosiaationimi%%epäsuora merkityssuhde
assosiaationimi%%tarkoite
autenttinen nimi%%fiktiivinen nimi
aviollinen kaksoisnimi%%sukunimi
aviollinen kaksoisnimi%%tyttönimi
brändi%%yritysnimi
brändi%%tavaramerkki
deappellatiivinen%%appellatiivi
deproprinen%%propri
deskriptiivinen lisänimi%%lisänimi
ei-fiktiivinen nimi%%fiktiivinen nimi
epäsuora merkityssuhde%%suora merkityssuhde
epäsuora nimeäminen%%metaforinen nimi
epäsuora nimeäminen%%metonyyminen nimi
epävirallinen kaupallinen nimi%%virallinen kaupallinen nimi
epävirallinen kaupallinen nimi%%kaupallinen nimi
epävirallinen kaupunkinimi%%kaupunkinimi
epävirallinen lisänimi%%lisänimi
erilainen etunimi%%etunimi
esikristillinen henkilönnimisysteemi%%nimisysteemi
fiktiivinen nimi%%autenttinen nimi
funktionaalinen nimenosa%%tuotemerkki
henkilönnimisysteemi%%nimisysteemi
hevosen tallinimi%%hevosennimi
hevosennimi%%hevosen tallinimi
hoivajohdin%%hoivanimi
hoivajohdin%%hellittelynimi
hypokoristinen lisänimi%%lisänimi
hypokoristinen lisänimi%%henkilönnimi
internationalismi%%universaali nimi
johtimellinen sukunimi%%sukunimi
julkinen lisänimi%%lisänimi
julkinen nimi%%henkilönnimi
jälkiosa%%alkuosa
kaimanimi%%kaimasuhde
kaimasuhde%%kaimanimi
kaksihuippuinen nimi%%yksihuippuinen nimi
kaksoisnimi%%sukunimi
kaksoisnimi%%etunimi
kameraalinen ikäämismenetelmä%%geometrinen ikäämismenetelmä
kantanimi%%primaarinimi
kasvattajanimi%%kissannimi
kennelnimi%%koirannimi
kirjallinen nimi%%henkilönnimisysteemi
klaaninimi%%klaani
klaaninimi%%klaaninimisysteemi
klaaninimisysteemi%%klaaninimi
klaaninimisysteemi%%klaani
kokoliitynnäinen%%liitynnäinen
kristillinen nimi%%kristillisperäinen nimi
kuolemanjälkeinen nimi%%lisänimi
kuollut nimi%%elävä
kännykkänimi%%lisänimi
kärkinimi%%etunimi
käyttäjäkohtainen vaihtelu%%tilanteinen vaihtelu
laajenemisleviäminen%%hierarkkinen leviäminen
mikronyymi%%makronyymi
nimen alkuosa%%jälkiosa
nimen alkuosa%%nimen määrite
nimen edusosa%%nimen määriteosa
nimien geneeristyminen%%appellatiivi
nimien geneeristyminen%%propri
patronyymi%%matronyymi
personifikaatio%%inhimillistäminen
perusosaliitynnäinen%%liitynnäinen
piennimi%%suurnimi
postpositiosekundaari%%postpositionimi
prepositiosekundaari%%prepositionimi
primaari%%sekundaari
primaarimatronyymi%%sekundaarimatronyymi
primaarimatronyymi%%matronyymi
primaaripatronyymi%%sekundaaripatronyymi
primaaripatronyymi%%patronyymi
pseudonyymi%%lisänimi
puolijulkinen lisänimi%%lisänimi
retkinimi%%siirrynnäinen
ristimänimi%%etunimi
sekundaari kaupunkinimi%%kaupunkinimi
sekundaari lisänimi%%lisänimi
sekundaarimatronyymi%%primaarimatronyymi
sekundaaripatronyymi%%primaaripatronyymi
seläntakaisnimi%%lisänimi
sukunimisysteemi%%henkilönnimisysteemi
sukunimisysteemi%%sukunimi
suora nimeäminen%%epäsuora nimeäminen
synkopee%%apokopee
systemaattinen nimeäminen%%systemaattinen nimi
systemaattinen nimi%%systemaattinen nimeäminen
tarkenne (nimenosa)%%tuotenimi
tavaramerkki%%yritysnimi
teknonymia%%nimenmuutos
tilannimi%%talonnimi
tuotemerkki%%tavaramerkki
täysnimi%%lyhentymä
vertaileva siirrynnäinen%%siirrynnäinen
virallinen henkilönnimi%%etunimi
virallinen henkilönnimi%%sukunimi
virallinen kaupallinen nimi%%kaupallinen nimi
virallinen kaupunkinimi%%kaavanimi
virallinen kaupunkinimi%%kaupunkinimi
virallinen nimisysteemi%%henkilönnimisysteemi
yhdysnimi%%yksiosainen
yhdysnimi%%yhdyspaikannimi
yksikielinen nimi%%internationalismi
yksilöivä (nimen)osa%%yritysnimi
yksilönnimi%%yksinimisyyteen perustuva nimisysteemi
yksityinen lisänimi%%vastavuoroisuusnimi
yksityinen lisänimi%%puolijulkinen lisänimi
yritysnimi%%toiminimi
