käsite%käsitesuhde%lähikäsite
aarnialue%%Biologia:luonnonhoitometsä
aavikko%%Biologia:savanni
aavikkomaannos%%Biologia:maannostuminen
abioottiset tekijät%%Biologia:bioottiset tekijät
absoluuttinen kosteus%%Biologia:ilman kosteus
absoluuttinen tiheys%%Biologia:suhteellinen tiheys
absorbentti %%Biologia:absorbanssi
absorbentti %%Biologia:adsorptio
adamantiini%%Biologia:hammas
adapteri%%Biologia:adaptori
adaptiivinen divergenssi%%Biologia:adaptiivinen radiaatio
adaptiivinen kenttä%%Biologia:ryhmävalinta
adaptiivinen radiaatio%%Biologia:adaptiivinen vyöhyke
additiivinen%%Biologia:synergismi
additiivinen geneettinen varianssi%%Biologia:variaatio
additiiviset geenit%%Biologia:alleeli
adduktio%%Biologia:abduktio
adenosiinidifosfaatti%%Biologia:adenosiinifosfaatit
adenosiinimonofosfaatti%%Biologia:adenosiinifosfaatit
adenosiinitrifosfaatti%%Biologia:adenosiinifosfaatit
adenylaatti%%Biologia:adenosiinifosfaatit
ADP%%Biologia:adenosiinifosfaatit
adenyylihappo%%Biologia:adenosiinifosfaatit
adhesiiviset proteiinit%%Biologia:soluadheesio
adsorptio%%Biologia:absorptio
affiniteetti-indeksi%%Biologia:kromatografia
AFOS%%Biologia:foottinen
AFOS%%Biologia:eufoottinen
AFOS%%Biologia:dysfoottinen
ageneesi%%Biologia:aplasia
agglomeraatio%%Biologia:Biologia:aggregaatio
aggregaatio%%Biologia:Eläintiede:agglomeraatio
aggregoitunut levintä%%Biologia:levintä
aggressiivinen mimikry%%Biologia:mimikry
A-horisontti%%Biologia:maannostuminen
aktiivinen ioninotto%%Biologia:lepopotentiaali
aldehydilyaasit%%Biologia:aldolaasi
alfa-amylaasi%%Biologia:amylaasi
alfadiversiteetti%%Biologia:lajidiversiteetti
alfahiukkaset%%Biologia:alfasäteily
alfaketoglutaarihappo%%Biologia:ketoglutaarihappo
alfareseptori%%Biologia:adrenergiset reseptorit
alkalinen fosfataasi%%Biologia:fosfaatit
alkaliteetti%%Biologia:pH
alleelinen heterogeenisuus%%Biologia:lokusheterogeenisuus
allomorfoosi%%Biologia:aromorfoosi
allopatrinen lajiutuminen%%Biologia:lajiutuminen
allogeeninen%%Biologia:alloktoninen
allogeeninen sukkessio%%Biologia:autogeeninen sukkessio
allogeeninen sukkessio%%Biologia:autotrofinen sukkessio
allografti%%Biologia:autografti
allokaatiokustannus%%Biologia:allokaatiohypoteesi
allokointi%%Biologia:allokaatiohypoteesi
allosemaattinen%%Biologia:aposemaattinen
allosemaattinen%%Biologia:mimikry
allotsygootti%%Biologia:autotsygootti
allotsyymit%%Biologia:isotsyymit
alusvesi%%Biologia:välivesi
amensalismi%%Biologia:kommensalismi
amensalismi%%Biologia:mutualismi
amfiseelinen%%Biologia:aseelinen
amfiseelinen%%Biologia:opistoseelinen
amfiseelinen%%Biologia:proseelinen
aminopeptidaasi%%Biologia:transferaasit
ammonifikaatio%%Biologia:denitrifikaatio
ammonifikaatio%%Biologia:nitrifikaatio
ammoniumioni%%Biologia:ammoniakki
amplifikaatio%%Biologia:geeniamplifikaatio
ampullaarielin%%Biologia:sähköaisti
anabolia%%Biologia:katabolia
anaboliset steroidit%%Biologia:koirashormonit
anaerobi%%Biologia:anaerobinen
analogia%%Biologia:homologia
analogiset rakenteet%%Biologia:homologiset rakenteet
anemohydrokori%%Biologia:anemokori
anemohydrokori%%Biologia:hydrokori
anemohydrokori%%Biologia:antropokori
anemokori%%Biologia:anemohydrokori
anemokori%%Biologia:hydrokori
aneuriini%%Biologia:B-vitamiiniryhmä
anioni%%Biologia:anodi
anioni%%Biologia:kationi
anisogamia%%Biologia:isogamia
anisometrinen%%Biologia:isometrinen
aniso-osmoottinen%%Biologia:osmoosi
anisotrooppinen%%Biologia:isotrooppinen
annostus%%Biologia:annos
anoksia%%Biologia:hypoksia
antagonismi%%Biologia:synergismi
antagonismi%%Biologia:agonisti
antennaalirauhanen%%Biologia:viherrauhanen
antiaksiaalinen%%Biologia:aksiaalinen
antidrominen%%Biologia:ortodrominen
Nimetön286%%Biologia:solukalvon kuljetusjärjestelmäts
Nimetön286%%Biologia:symport
Nimetön286%%Biologia:uniport
antisense-juoste%%Biologia:sense-juoste
antiseptiikka%%Biologia:aseptiikka
apokriininen%%Biologia:eritys
aposemaattinen%%Biologia:allosemaattinen
arabinoosi%%Biologia:hemiselluloosat
Nimetön318%%Biologia:regio
arginiini%%Biologia:arginaasi
arkeotsooinen kausi %%Biologia:proterotsooinen kausi
Arktogea%%Biologia:Neogea
Arktogea%%Biologia:Notogea
Arktogea%%Biologia:Paleogea
aromorfoosi%%Biologia:allomorfoosi
aseksuaalinen lisääntyminen%%Biologia:silmikointi
aseksuaalinen lisääntyminen%%Biologia:partinogeneesi
arrenotokia%%Biologia:partenogeneesi
asetaldehydi%%Biologia:alkoholidehydrogenaasi
asidofiili%%Biologia:asidofiilinen
asidofiilinen%%Biologia:asidofilia
asidoosi%%Biologia:alkaloosi
aspartaatti%%Biologia:glutamaattireseptorit
ATP%%Biologia:adenosiinifosfaatit
auksotrofi%%Biologia:prototrofi
autapomorfinen ominaisuus%%Biologia:synapomorfia
autoktoninen%%Biologia:allogeeninen
automiksi%%Biologia:ristisiitos
autotsygootti%%Biologia:allotsygootti
avoin järjestelmä%%Biologia:säätely
avoin järjestelmä%%Biologia:entropia
b%%Biologia:emäspari
balansoitunut polymorfismi%%Biologia:geneettinen polymorfismi
Baltian jääjärvi%%Biologia:Ancylusjärvi
Baltian jääjärvi%%Biologia:Yoldiameri
Baltian jääjärvi%%Biologia:Litorinameri
basipetaalinen%%Biologia:akropetaalinen
basofiili%%Biologia:asidofiilinen
Batesin mimikry%%Biologia:mimikry
B-DNA%%Biologia:Z-DNA
beeta-amylaasi%%Biologia:amylaasi
beetadiversiteetti%%Biologia:lajidiversiteetti
beetareseptori%%Biologia:adrenergiset reseptorit
B-horisontti%%Biologia:A-horisontti
B-horisontti%%Biologia:C-horisontti
B-horisontti%%Biologia:maannos
Nimetön436%%Biologia:kohtu
biodynaaminen%%Biologia:luonnonmukainen viljely
biofagi%%Biologia:heterotrofinen
biofagi%%Biologia:mädänsyöjä
biokonsentroituminen%%Biologia:biomagnifikaatio
biologinen hapenkulutus%%Biologia:kemiallinen hapenkulutus
biologinen informaatiovirta%%Biologia:molekyylibiologian keskusdogmi
biologinen kello%%Biologia:biorytmit
biologinen kello%%Biologia:melatoniini
biologinen puoliintumisaika%%Biologia:puoliintumisaika
biomagnifikaatio%%Biologia:biokonsentroituminen
biomanipulaatio%%Biologia:biomassan poisto
bioottiset tekijät%%Biologia:abioottiset tekijät
biosfääri%%Biologia:ekosfääri
biotiini%%Biologia:biotinylaatio
biotrofinen%%Biologia:biotrofi
biotyyppi%%Biologia:tyyppinäytteet
bp%%Biologia:deoksiri-bonukleiinihappo
bp%%Biologia:ribonukleiinihappo
CAM, soluadheesiomolekyylit%%Biologia:soluadheesio
cDNA-päiden nopea monistaminen%%Biologia:heterodupleksianalyysi
CDP%%Biologia:sytidiinifosfaatit
cGMP%%Biologia:cAMP
cGMP%%Biologia:guanosiinifosfaatit
Charnof–Finertyn teoria%%Biologia:populaation säätely
Chittyn teoria%%Biologia:populaation säätely
C-horisontti%%Biologia:maannostuminen
C-horisontti%%Biologia:A-horisontti
C-horisontti%%Biologia:B-horisontti
coupling-faasi%%Biologia:repulsiofaasi
Nimetön563%%Biologia:oksidatiivinen fosforylaatio
CTP%%Biologia:sytidiinifosfaatit
dehydraatio%%Biologia:fiksaatio
dekstroosi%%Biologia:glukoosi
denaturoiva gradienttigeelielektroforeesi%%Biologia:elektroforeesi
dendrogrammi%%Biologia:kladogrammi
dendrogrammi%%Biologia:fenogrammi
depolarisaatio%%Biologia:polarisaatio
depolarisaatio%%Biologia:hyperpolarisaatio
depolarisaatio%%Biologia:repolarisaatio
depurinaatio%%Biologia:nukleiinihapot
depyrimidaatio%%Biologia:nukleiinihapot
dermataanisulfaatti%%Biologia:kondroitiini
dermatogeeni%%Biologia:johdannaismeristeemit
detergentti%%Biologia:Triton X-100
detergentti%%Biologia:Tween 80
detergentti%%Biologia:surfaktantit
Nimetön632%%Biologia:maaperä
deuterotokia%%Biologia:partenogeneesi
DGGE%%Biologia:elektroforeesi
diallaatti%%Biologia:tiokarbamaatit
diffuusikilpailu%%Biologia:kilpailu
digalaktosyylidiasyyliglyseroli%%Biologia:monogalaktosyylidiasyyliglyseroli
dimiktinen%%Biologia:kerrosteisuus
dioksiinit%%Biologia:klooratut hiilivedyt
diplofaasi%%Biologia:diploidi
diploteeni%%Biologia:meioosi
disjunktio%%Biologia:reliktilaji
diskordanssi%%Biologia:konkordanssi
dispersaalipolymorfismi%%Biologia:polymorfismi
dissimilaatio%%Biologia:assimilaatio
dissosiaatio%%Biologia:assosiaatio
divergenssi%%Biologia:konvergenssi
divergenttinen evoluutio%%Biologia:konvergenttinen evoluutio
DNA:n sekvenssikompleksisuus%%Biologia:toistuvajaksoinen DNA
DNA:n topologia%%Biologia:topologiset isomeerit
DNA-topoisomeraasit%%Biologia:topoisomeraasit
dominanssipoikkeama%%Biologia:dominoiva ominaisuus
dominoiva ominaisuus%%Biologia:resessiivinen ominaisuus
dsDNA%%Biologia:deoksiribonukleiinihappo
dyneiini%%Biologia:lihassupistus
