käsite%käsitesuhde%lähikäsite
aivokalvotulehdus%%Mikrobiologia:meningoenkefaliitti
apikaalinen%%Kasvitiede:apikaalinen
apomiksi%%Kasvitiede:apomiksi
assimilaatio%%Mikrobiologia:käyminen
auksotrofi%%Mikrobiologia:prototrofi
bioluminesenssi%%Mikrobiologia:kemiluminesenssi
biosidi%%Kasvitiede:torjunta-aine
DNA-koetinsiru%%Mikrobiologia:koetinsiru
endeeminen%%Biologia:kotoperäinen
endoitiö%%Kasvitiede:endospori
ensisijainen aineenvaihdunta%%Mikrobiologia:toissijainen aineenvaihdunta
epifyytti%%Kasvitiede:päällyskasvi
epämuotoiset solut%%Mikrobiologia:L-muoto
fotoautotrofi %%Mikrobiologia:fotoheterotrofi
fotoautotrofi %%Mikrobiologia:fototrofi
fotoheterotrofi %%Mikrobiologia:fotoautotrofi
fotoheterotrofi %%Mikrobiologia:fototrofi
gramnegatiivinen solu%%Mikrobiologia:grampositiivinen solu
gramnegatiivinen solu%%Mikrobiologia:gramvärjäys
grampositiivinen solu%%Mikrobiologia:gramnegatiivinen solu
grampositiivinen solu%%Mikrobiologia:gramvärjäys
gramvärjäys%%Mikrobiologia:gramnegatiivinen solu
gramvärjäys%%Mikrobiologia:grampositiivinen solu
hajotus%%Mikrobiologia:hajotusaineenvaihdunta
hajotusaineenvaihdunta%%Mikrobiologia:hajotus
hakuisuus%%Kasvitiede:tropismi
happipakoinen%%Biologia:aerobinen
homotallismi%%Kasvitiede:yhtäläissekovartisuus
humoraalinen immuniteetti%%Mikrobiologia:soluvälitteinen immuniteetti
I%%Mikrobiologia:herkkä
I%%Mikrobiologia:vastustuskykyinen
ientulehdus%%Mikrobiologia:tukikudostulehdus
jatkuva viljely%%Mikrobiologia:panosviljelmä
jatkuva viljely%%Mikrobiologia:vähittäissyöttöviljelmä
kansallinen mittanormaali%%Mikrobiologia:kansallinen standardi
kansallinen standardi%%Mikrobiologia:kansallinen mittanormaali
kasvatusmalja%%Mikrobiologia:kasvualusta
kasvualusta%%Mikrobiologia:kasvatusmalja
kasvullinen%%Kasvitiede:kasvullinen
kemiluminesenssi%%Mikrobiologia:bioluminesenssi
kemostaatti%%Mikrobiologia:turbidostaatti
klooni%%Kasvitiede:klooni
kokonaispesäkeluku%%Mikrobiologia:pesäkeluku
kommensalismi%%Mikrobiologia:loinen
kommensalismi%%Mikrobiologia:symbioosi
kotoperäinen%%Kasvitiede:kotoperäinen
kotoperäinen%%Kasvitiede:alloktoninen
kurkunpää- ja henkitorvitulehdus%%Mikrobiologia:kurkunpää- ja nielutulehdus
kurkunpää- ja henkitorvitulehdus%%Mikrobiologia:kurkunpäätulehdus
kurkunpää- ja nielutulehdus%%Mikrobiologia:kurkunpää- ja henkitorvitulehdus
kurkunpää- ja nielutulehdus%%Mikrobiologia:kurkunpäätulehdus
lehtivihreätön %%Kasvitiede:lehtivihreätön
leväkukinto%%Kasvitiede:leväkukinta
lipidi A%%Mikrobiologia:lipopolysakkaridi
lisääntyminen%%Biologia:lisääntyminen
loinen%%Kasvitiede:loiskasvi
luutulehdus%%Mikrobiologia:luuydintulehdus
luuydintulehdus%%Mikrobiologia:luutulehdus
MBC%%Mikrobiologia:MIC
meningoenkefaliitti%%Mikrobiologia:aivokalvotulehdus
MIC%%Mikrobiologia:MBC
muoto%%Kasvitiede:muoto
peritonsilliitti%%Mikrobiologia:tonsilliitti
tonsilliitti%%Mikrobiologia:peritonsilliitti
nimistö%%Kielitiede:nimistö (terminologiaoppi)
denitrifikaatio%%Mikrobiologia:nitrifikaatio
nitrifikaatio%%Mikrobiologia:denitrifikaatio
nukkuva%%Kasvitiede:dormantti
osmoottinen shokki%%Mikrobiologia:plasmolyysi
panosviljelmä%%Mikrobiologia:jatkuva viljely
PCR-ribotyypitys%%Mikrobiologia:ribotyypitys
pesäkeluku%%Mikrobiologia:kokonaispesäkeluku
plasmolyysi%%Mikrobiologia:osmoottinen shokki
protoplasti%%Kasvitiede:protoplasti
protoplasti%%Mikrobiologia:sferoplasti
prototrofi%%Mikrobiologia:auksotrofi
ribotyypitys%%Mikrobiologia:PCR-ribotyypitys
rihma%%Kasvitiede:palho
R-muoto%%Mikrobiologia:lipopolysakkaridi
ruskolaho %%Mikrobiologia:valkolaho
saprotrofi%%Biologia:saprofyyttinen
sferoplasti%%Mikrobiologia:protoplasti
silmikointi%%Biologia:silmikointi
S-muoto%%Mikrobiologia:lipopolysakkaridi
soluvälitteinen immuniteetti%%Mikrobiologia:humoraalinen immuniteetti
synergia%%Mikrobiologia:antagonia
syntyperäinen%%Kasvitiede:alkuperäinen
taudinaiheuttamiskyky%%Mikrobiologia:taudinaiheuttamiskykyinen
taudinaiheuttamiskykyinen%%Mikrobiologia:taudinaiheuttamiskyky
taudinaiheuttamiskyvytön%%Mikrobiologia:patogeeninen
toissijainen aineenvaihdunta%%Mikrobiologia:ensisijainen aineenvaihdunta
vaihtoehtoinen isäntä%%isäntä
valkolaho %%Mikrobiologia:ruskolaho
vastakkaisuus%%Mikrobiologia:synergia
vierasperäinen%%Kasvitiede:tulokas
