käsite%käsitesuhde%lähikäsite
avausvuoro%%vuoro
deklinaation osittainen aloituskohta%%deklinaation aloituskohta
deklinaation täydellinen aloituskohta%%deklinaation aloituskohta
epäonnistunut keskeyttäminen%%keskeyttäminen
eteen sijoittuva laajentuma%%laajennus
hiljainen keskeyttäminen%%keskeyttäminen
johdantosekvenssi%%sekventiaalinen kerrontajäsennys
jälkilaajentuma%%laajennus
kannustin%%palaute
kerrontajäsennys%%jäsennys
kerrontasekvenssi%%sekventiaalinen kerrontajäsennys
korjausjäsennys%%jäsennys
korostaminen%%mielipiteeseen yhtyminen
käytänteisiin perustuva preferenssijäsennys%%preferenssijäsennys
moniyksikköinen (moniosainen) vuoro%%vuoro
muiden tekemä korjaus%%korjaus
muotoon perustuva preferenssijäsennys%%preferenssijäsennys
nimetön12%%korjaus
nimetön21%%palaute
nimetön25%%korjaus
nimetön3%%palaute
nimetön32%%tauko
nimetön33%%tauko
nimetön34%%tauko
nimetön35%%tauko
nimetön36%%tauko
nimetön48%%mahdollinen lopetuskohta
nimetön50%%mahdollinen lopetuskohta
nimetön52%%puhujan status
nimetön69%%puhujan status
nimetön73%%korjaus
nimetön79%%korjaus
preferenssijäsennys%%jäsennys
sisäinen laajentuma%%laajennus
suora keskeyttäminen%%keskeyttäminen
taustapalaute%%palaute
tietämätön vastaanottaja%%tietävä osallistuja
toisen korjaus%%korjaus
vastaanottosekvenssi%%sekventiaalinen kerrontajäsennys
vastausvuoro%%vuoro
vuorottelujäsennys%%jäsennys
vähättely%%mielipiteeseen yhtyminen
